排名,学校名称,省市,新生高考成绩得分,综合排名
722,江苏科技大学苏州理工学院,江苏,23.2,
722,四川大学锦城学院,四川,23.2,
722,云南艺术学院,云南,23.2,
725,湖南女子学院,湖南,23.1,
725,华北电力大学科技学院,河北,23.1,
725,南京财经大学红山学院,江苏,23.1,
725,西北工业大学明德学院,陕西,23.1,
729,嘉应学院,广东,23.0,557
729,四川文理学院,四川,23.0,551
729,新乡医学院三全学院,河南,23.0,
732,西北大学现代学院,陕西,22.8,
733,宜宾学院,四川,22.7,537
733,浙江中医药大学滨江学院,浙江,22.7,
735,九江学院,江西,22.6,581
735,南昌师范学院,江西,22.6,
737,邵阳学院,湖南,22.5,572
738,广西科技师范学院,广西,22.4,
738,红河学院,云南,22.4,542
740,韩山师范学院,广东,22.3,521
740,三明学院,福建,22.3,
742,楚雄师范学院,云南,22.1,566
742,天津医科大学临床医学院,天津,22.1,
744,桂林旅游学院,广西,22.0,
744,河南大学民生学院,河南,22.0,
744,湖南中医药大学湘杏学院,湖南,22.0,
747,湖北经济学院法商学院,湖北,21.9,
747,景德镇陶瓷大学,江西,21.9,485
747,新疆农业大学,新疆,21.9,562
747,营口理工学院,辽宁,21.9,
747,浙江工商大学杭州商学院,浙江,21.9,
752,湖北医药学院药护学院,湖北,21.8,
753,大连医科大学中山学院,辽宁,21.7,
753,山东交通学院,山东,21.7,553
755,昭通学院,云南,21.6,
756,怀化学院,湖南,21.5,580
756,宁德师范学院,福建,21.5,
756,青海师范大学,青海,21.5,525
756,苏州大学应用技术学院,江苏,21.5,
760,广西艺术学院,广西,21.4,
760,湖南人文科技学院,湖南,21.4,
760,南开大学滨海学院,天津,21.4,
763,攀枝花学院,四川,21.3,584
763,西安建筑科技大学华清学院,陕西,21.3,
765,吉林大学珠海学院,广东,21.2,
766,四川旅游学院,四川,21.0,
767,黄山学院,安徽,20.9,557
767,江苏大学京江学院,江苏,20.9,
769,广西大学行健文理学院,广西,20.8,
769,贵阳学院,贵州,20.8,574
771,龙岩学院,福建,20.7,496
771,南京体育学院,江苏,20.7,
773,阜阳师范学院,安徽,20.6,
773,杭州师范大学钱江学院,浙江,20.6,
773,武汉学院,湖北,20.6,
776,广东石油化工学院,广东,20.5,443
776,天津师范大学津沽学院,天津,20.5,
776,武昌理工学院,湖北,20.5,
779,南京审计大学金审学院,江苏,20.4,
780,滇西科技师范学院,云南,20.3,
780,武汉华夏理工学院,湖北,20.3,
782,黑龙江财经学院,黑龙江,20.2,
782,温州医科大学仁济学院,浙江,20.2,
784,贵州理工学院,贵州,20.1,
784,遵义师范学院,贵州,20.1,
786,杭州电子科技大学信息工程学院,浙江,20.0,
786,扬州大学广陵学院,江苏,20.0,
788,北京理工大学珠海学院,广东,19.9,
788,普洱学院,云南,19.9,
788,西北师范大学知行学院,甘肃,19.9,
788,西昌学院,四川,19.9,
792,大连财经学院,辽宁,19.8,
793,广东外语外贸大学南国商学院,广东,19.6,
793,河南师范大学新联学院,河南,19.6,
793,集美大学诚毅学院,福建,19.6,
793,宁夏大学新华学院,宁夏,19.6,
793,塔里木大学,新疆,19.6,596
793,潍坊学院,山东,19.6,587
799,汉口学院,湖北,19.5,
800,锦州医科大学医疗学院,辽宁,19.4,
801,吉林师范大学博达学院,吉林,19.3,
801,无锡太湖学院,江苏,19.3,
801,武汉晴川学院,湖北,19.3,
801,伊犁师范学院,新疆,19.3,588
801,宜春学院,江西,19.3,578
801,中国矿业大学徐海学院,江苏,19.3,
807,大连理工大学城市学院,辽宁,19.2,
807,文山学院,云南,19.2,
807,武夷学院,福建,19.2,
810,喀什大学,新疆,19.0,
810,西南财经大学天府学院,四川,19.0,
812,保山学院,云南,18.9,
812,河北工程大学科信学院,河北,18.9,
812,南通大学杏林学院,江苏,18.9,
815,山西工商学院,山西,18.8,
815,四川民族学院,四川,18.8,
815,武汉科技大学城市学院,湖北,18.8,
818,天津外国语大学滨海外事学院,天津,18.7,
819,华北理工大学轻工学院,河北,18.6,
819,重庆工商大学融智学院,重庆,18.6,
821,上饶师范学院,江西,18.4,
821,四川外国语大学成都学院,四川,18.4,
823,北京交通大学海滨学院,河北,18.3,
824,齐鲁师范学院,山东,18.1,542
824,皖西学院,安徽,18.1,577
824,长春财经学院,吉林,18.1,
827,黑龙江东方学院,黑龙江,18.0,
828,南宁学院,广西,17.9,
829,阿坝师范学院,四川,17.8,
830,中国计量大学现代科技学院,浙江,17.7,
831,湖北大学知行学院,湖北,17.6,
832,辽宁何氏医学院,辽宁,17.5,
832,新疆工程学院,新疆,17.5,
832,新余学院,江西,17.5,
832,延安大学西安创新学院,陕西,17.5,
832,长沙医学院,湖南,17.5,
837,湖南师范大学树达学院,湖南,17.4,
837,西藏民族大学,陕西,17.4,
837,浙江财经大学东方学院,浙江,17.4,
840,滁州学院,安徽,17.3,585
841,青海民族大学,青海,17.2,
841,浙江师范大学行知学院,浙江,17.2,
843,同济大学浙江学院,浙江,17.0,
844,昌吉学院,新疆,16.9,
844,武汉工商学院,湖北,16.9,
846,辽宁中医药大学杏林学院,辽宁,16.8,
846,宁波大学科学技术学院,浙江,16.8,
848,滨州学院,山东,16.7,557
848,山东工艺美术学院,山东,16.7,
848,泰山学院,山东,16.7,553
851,蚌埠学院,安徽,16.6,590
851,山东管理学院,山东,16.6,
851,浙江理工大学科技与艺术学院,浙江,16.6,
851,郑州升达经贸管理学院,河南,16.6,
855,安徽科技学院,安徽,16.5,588
855,广西中医药大学赛恩斯新医药学院,广西,16.5,
855,华南理工大学广州学院,广东,16.5,
858,江苏师范大学科文学院,江苏,16.4,
858,浙江工业大学之江学院,浙江,16.4,
860,池州学院,安徽,16.3,561
860,湖南涉外经济学院,湖南,16.3,
860,淮南师范学院,安徽,16.3,593
863,内蒙古民族大学,内蒙古,16.2,535
863,山西财经大学华商学院,山西,16.2,
865,山东青年政治学院,山东,16.1,
865,天津财经大学珠江学院,天津,16.1,
865,宿迁学院,江苏,16.1,
868,湖北工业大学工程技术学院,湖北,15.9,
868,湖南信息学院,湖南,15.9,
868,黔南民族师范学院,贵州,15.9,
871,北京城市学院,北京,15.8,
871,山西大学商务学院,山西,15.8,
871,山西师范大学现代文理学院,山西,15.8,
871,上海财经大学浙江学院,浙江,15.8,
875,巢湖学院,安徽,15.7,598
875,广西师范大学漓江学院,广西,15.7,
875,广西外国语学院,广西,15.7,
875,四川大学锦江学院,四川,15.7,
875,长沙理工大学城南学院,湖南,15.7,
875,浙江万里学院,浙江,15.7,574
881,河南科技学院新科学院,河南,15.6,
881,三峡大学科技学院,湖北,15.6,
881,西安财经学院行知学院,陕西,15.6,
884,大连东软信息学院,辽宁,15.5,
884,福建师范大学协和学院,福建,15.5,
886,黑龙江外国语学院,黑龙江,15.4,
886,景德镇学院,江西,15.4,
888,广西民族大学相思湖学院,广西,15.3,
888,中山大学南方学院,广东,15.3,
890,电子科技大学成都学院,四川,15.2,
890,黄河科技学院,河南,15.2,
890,天津大学仁爱学院,天津,15.2,
893,萍乡学院,江西,15.1,
894,福州大学至诚学院,福建,15.0,
895,安徽医科大学临床医学院,安徽,14.9,
895,常州大学怀德学院,江苏,14.9,
895,湖南科技大学潇湘学院,湖南,14.9,
895,齐鲁医药学院,山东,14.9,
899,中原工学院信息商务学院,河南,14.8,
900,河北地质大学华信学院,河北,14.7,
900,湖北商贸学院,湖北,14.7,
900,天津商业大学宝德学院,天津,14.7,
900,西安科技大学高新学院,陕西,14.7,
900,宿州学院,安徽,14.7,
905,江西师范大学科学技术学院,江西,14.6,
905,重庆师范大学涉外商贸学院,重庆,14.6,
907,成都文理学院,四川,14.5,
907,昆明医科大学海源学院,云南,14.5,
909,北京中医药大学东方学院,河北,14.4,
909,大连科技学院,辽宁,14.4,
909,黑龙江工商学院,黑龙江,14.4,
912,贵州商学院,贵州,14.3,
912,西安欧亚学院,陕西,14.3,
912,郑州科技学院,河南,14.3,
915,长春光华学院,吉林,14.2,
916,西藏大学,西藏,14.1,600
917,广东财经大学华商学院,广东,14.0,
917,武汉工程科技学院,湖北,14.0,
917,武汉生物工程学院,湖北,14.0,
917,仰恩大学,福建,14.0,
917,郑州工商学院,河南,14.0,
922,辽宁对外经贸学院,辽宁,13.9,
923,湖北师范大学文理学院,湖北,13.8,
923,湖南商学院北津学院,湖南,13.8,
923,湘潭大学兴湘学院,湖南,13.8,
926,德州学院,山东,13.7,595
926,济宁学院,山东,13.7,582
926,南昌大学科学技术学院,江西,13.7,
926,云南大学滇池学院,云南,13.7,
926,中国地质大学长城学院,河北,13.7,
931,电子科技大学中山学院,广东,13.6,
931,河北科技学院,河北,13.6,
931,江西财经大学现代经济管理学院,江西,13.6,
931,兰州财经大学陇桥学院,甘肃,13.6,
931,上海外国语大学贤达经济人文学院,上海,13.6,
931,西安理工大学高科学院,陕西,13.6,
937,安顺学院,贵州,13.5,
937,辽宁传媒学院,辽宁,13.5,
937,燕京理工学院,河北,13.5,
937,重庆人文科技学院,重庆,13.5,
941,贵州工程应用技术学院,贵州,13.4,
941,河北传媒学院,河北,13.4,
941,湖南交通工程学院,湖南,13.4,
941,集宁师范学院,内蒙古,13.4,
945,菏泽学院,山东,13.3,
945,长春理工大学光电信息学院,吉林,13.3,
947,赤峰学院,内蒙古,13.0,596
947,河北外国语学院,河北,13.0,
949,安徽财经大学商学院,安徽,12.9,
949,河北工程技术学院,河北,12.9,
949,四川外国语大学重庆南方翻译学院,重庆,12.9,
949,新疆医科大学厚博学院,新疆,12.9,
953,北京科技大学天津学院,天津,12.8,
953,凯里学院,贵州,12.8,
953,上海杉达学院,上海,12.8,
953,沈阳城市学院,辽宁,12.8,
957,成都理工大学工程技术学院,四川,12.7,
957,山东女子学院,山东,12.7,
957,武昌工学院,湖北,12.7,
957,长江大学文理学院,湖北,12.7,
961,绍兴文理学院元培学院,浙江,12.6,
961,云南师范大学商学院,云南,12.6,
963,广西师范学院师园学院,广西,12.5,
963,辽宁理工学院,辽宁,12.5,
963,西安工业大学北方信息工程学院,陕西,12.5,
963,郑州工业应用技术学院,河南,12.5,
967,中山大学新华学院,广东,12.2,
968,江西中医药大学科技学院,江西,12.0,
968,四川传媒学院,四川,12.0,
968,四川工商学院,四川,12.0,
968,信阳学院,河南,12.0,
972,长春工业大学人文信息学院,吉林,11.9,
973,湖南应用技术学院,湖南,11.8,
973,温州大学瓯江学院,浙江,11.8,
973,西安翻译学院,陕西,11.8,
973,枣庄学院,山东,11.8,600
977,江汉大学文理学院,湖北,11.7,
977,山东英才学院,山东,11.7,
977,长安大学兴华学院,陕西,11.7,
977,重庆大学城市科技学院,重庆,11.7,
981,兰州财经大学长青学院,甘肃,11.6,
981,山东财经大学燕山学院,山东,11.6,
981,太原理工大学现代科技学院,山西,11.6,
981,铜仁学院,贵州,11.6,599
981,重庆邮电大学移通学院,重庆,11.6,
986,吉林动画学院,吉林,11.5,
987,上海师范大学天华学院,上海,11.4,
988,嘉兴学院南湖学院,浙江,11.3,
989,六盘水师范学院,贵州,11.2,
990,江西农业大学南昌商学院,江西,11.1,
990,南昌理工学院,江西,11.1,
990,西安外事学院,陕西,11.1,
993,武汉工程大学邮电与信息工程学院,湖北,11.0,
994,兰州交通大学博文学院,甘肃,10.9,
995,赣南师范大学科技学院,江西,10.8,
995,天津理工大学中环信息学院,天津,10.8,
995,长春科技学院,吉林,10.8,
998,湖南理工学院南湖学院,湖南,10.7,
998,厦门工学院,福建,10.7,
998,西京学院,陕西,10.7,
,,,,
,,,,
,,,,
